,LATITUDE,LONGITUDE,CHL,datetime
241,52.6641166666667,106.8516,0.91,2023-09-22T13:07:00
242,52.8933833333333,107.531266666667,1.02,2023-09-23T02:25:00
243,53.1922666666667,107.805316666667,1.02,2023-09-23T11:34:00
244,53.3570166666667,108.21855,1.04,2023-09-24T03:39:00
245,53.3561666666667,108.220916666667,1.04,2023-09-24T05:19:00
246,54.4524333333333,109.071516666667,0.89,2023-09-25T03:50:00
247,54.2785333333333,108.737583333333,1.34,2023-09-28T09:35:00
248,53.94385,108.436233333333,0.84,2023-09-28T13:27:00
249,51.7854333333333,104.93505,0.96,2020-06-02T16:00:00
250,51.7854333333333,104.93505,0.43,2020-06-09T16:00:00
251,51.7854333333333,104.93505,1.13,2020-06-21T16:00:00
252,51.7854333333333,104.93505,1.28,2020-06-29T16:00:00
253,51.7854333333333,104.93505,2.28,2020-07-09T16:00:00
254,51.7854333333333,104.93505,1.26,2020-07-18T16:00:00
255,51.7854333333333,104.93505,1.62,2020-07-31T16:00:00
256,51.7854333333333,104.93505,2.15,2020-08-11T16:00:00
257,51.7854333333333,104.93505,1.74,2020-08-20T16:00:00
258,51.7854333333333,104.93505,1.48,2020-08-30T16:00:00
259,51.7854333333333,104.93505,1.37,2020-09-09T16:00:00
260,51.7854333333333,104.93505,1.05,2020-09-19T16:00:00
261,51.7854333333333,104.93505,1.91,2020-09-29T16:00:00
262,51.7854333333333,104.93505,1.28,2020-10-11T16:00:00
263,52.5733333333333,106.45475,1.59,2018-07-25T01:14:00
264,52.8941333333333,107.530033333333,1.05,2018-07-25T16:42:00
265,53.1561333333333,108.0031,0.12,2018-07-26T03:58:00
266,54.1854333333333,109.1004,0.76,2018-07-27T02:35:00
267,54.4541833333333,109.069933333333,1.0,2018-07-27T09:04:00
268,55.04625,109.4341,2.14,2018-07-27T21:23:00
269,55.32035,109.483016666667,2.16,2018-07-28T20:50:00
270,51.7768833333333,105.370916666667,1.14,2018-07-31T16:12:00
271,51.7152666666667,104.9833,0.68,2018-08-01T09:57:00
272,51.6458666666667,104.226633333333,1.12,2018-08-02T06:04:00
273,51.6789,103.870133333333,1.02,2018-08-02T12:58:00
274,52.8893,107.516233333333,1.6,2020-07-21T17:25:00
275,53.1936666666667,107.804616666667,1.85,2020-07-27T06:04:00
276,52.1931,105.9194,2.7,2018-07-24T22:00:00
277,52.5733333333333,106.45475,2.69,2018-07-25T09:14:00
278,52.79355,107.120116666667,2.85,2018-07-25T13:48:00
279,53.0499,107.432016666667,1.01,2018-07-25T19:51:00
280,52.74235,107.6441,2.73,2018-07-26T06:12:00
281,53.1561333333333,108.0031,0.579891647058824,2018-07-26T11:58:00
282,53.3632333333333,108.224466666667,0.58,2018-07-26T22:04:00
283,54.1854333333333,109.1004,1.61,2018-07-27T10:35:00
284,54.3842666666667,109.423083333333,3.06862352941176,2018-07-27T13:30:00
285,54.4541666666667,109.069933333333,1.97802023529412,2018-07-27T17:04:00
286,54.53095,108.70575,3.74787385620915,2018-07-27T21:57:00
287,55.04625,109.4341,3.44,2018-07-28T05:23:00
288,55.7171,109.62405,4.21,2018-07-28T20:04:00
289,55.32035,109.483016666667,3.32907557932264,2018-07-29T04:50:00
290,55.29305,109.7124,3.02,2018-07-29T08:56:00
291,54.6305166666667,109.370616666667,2.54232214532872,2018-07-29T09:00:00
292,54.5465833333333,109.266716666667,1.38532757352941,2018-07-29T11:00:00
293,54.4589166666667,109.15225,2.32,2018-07-29T13:00:00
294,54.2974,108.947616666667,2.32,2018-07-29T15:00:00
295,53.6326833333333,108.12605,2.74885041176471,2018-07-30T04:41:00
296,53.44255,107.673266666667,1.38,2018-07-30T11:48:00
297,53.3554666666667,107.485133333333,2.06604663432383,2018-07-30T16:08:00
298,52.3456166666667,106.06495,2.21,2018-07-31T08:23:00
299,52.1829333333333,106.117966666667,2.32,2018-07-31T11:00:00
300,51.7768833333333,105.370916666667,2.24,2018-07-31T13:00:00
301,51.9147166666667,105.630966666667,3.07965227703985,2018-07-31T18:53:00
302,51.75905,104.2208,1.19045667820069,2019-09-03T16:30:00
303,51.6454666666667,104.227033333333,1.19819916955017,2019-09-04T07:30:00
304,51.5270833333333,104.238183333333,1.11140712802768,2019-09-04T10:30:00
305,51.8147,104.90915,2.6670078200692,2019-09-04T16:15:00
306,51.7842666666667,104.935866666667,1.90996290657439,2019-09-04T16:40:00
307,51.89345,105.2471,1.85924844290657,2019-09-04T18:30:00
308,52.7936833333333,107.117933333333,2.03930103806228,2019-09-05T06:35:00
309,52.6627833333333,106.8528,2.00855570934256,2019-09-05T09:30:00
310,53.2418166666667,107.258066666667,1.61268094117647,2019-09-05T15:30:00
311,53.4311166666667,107.6895,1.33339823529412,2019-09-05T19:00:00
312,55.04265,109.43375,1.31127923529412,2019-09-06T13:00:00
313,55.3518833333333,109.247883333333,1.76814194117647,2019-09-06T16:10:00
314,55.3217166666667,109.482066666667,1.29464629411765,2019-09-06T17:30:00
315,55.5638666666667,109.594816666667,1.05882352941176,2019-09-07T14:00:00
316,54.52265,108.700583333333,1.88103352941176,2019-09-08T15:45:00
317,53.3485,108.23795,2.73755794117647,2019-09-09T11:15:00
318,53.1507333333333,108.014366666667,2.42345447058823,2019-09-09T13:30:00
319,53.0510666666667,107.429466666667,2.0,2019-09-09T16:30:00
320,52.89415,107.529383333333,1.6475990085922,2019-09-09T18:00:00
321,52.7361666666667,107.659383333333,2.307195,2019-09-10T07:00:00
322,52.3442,106.062483333333,2.06433711764706,2019-09-11T06:45:00
323,51.7774,105.374333333333,2.32941176470588,2019-09-11T12:00:00
